Date,actual,prediction
2024-05-10,45.06,44.68333206176758
2024-05-11,50.88,46.69462585449219
2024-05-12,53.7,51.821929168701175
2024-05-13,54.67999999999999,53.35272979736328
2024-05-14,53.54,53.51278533935547
2024-05-15,54.46,52.04588394165039
2024-05-16,52.04,52.18992614746094
2024-05-17,49.38,51.15873031616211
2024-05-18,47.68,50.156716918945314
2024-05-19,47.68,49.818241119384766
2024-05-20,45.96,50.21780624389648
2024-05-21,42.84,48.86658935546875
2024-05-22,40.339999999999996,45.636914825439455
2024-05-23,37.84,43.162315368652344
2024-05-24,37.68,41.68423690795898
2024-05-25,40.24,41.73927230834961
2024-05-26,43.36,42.72232437133789
2024-05-27,46.32,44.647786712646486
2024-05-28,48.1,47.48300018310547
2024-05-29,48.019999999999996,47.53111724853515
2024-05-30,46.4,47.77808380126953
2024-05-31,47.10000000000001,47.20580291748047
2024-06-01,49.2,48.32176971435547
2024-06-02,50.6,48.60108337402344
2024-06-03,50.2,50.368737030029294
2024-06-04,50.28,49.54090042114258
2024-06-05,51.82000000000001,50.173665618896486
2024-06-06,52.739999999999995,51.596309661865234
2024-06-07,54.48,53.41607894897461
2024-06-08,57.02,54.69665298461914
2024-06-09,59.52,56.755419921875
2024-06-10,57.67999999999999,58.52987213134766
2024-06-11,54.98,57.171949768066405
2024-06-12,51.86,55.324099731445315
2024-06-13,49.60000000000001,52.515122985839845
2024-06-14,47.74,51.08093414306641
2024-06-15,50.02,49.95093460083008
2024-06-16,51.96,51.57456970214844
2024-06-17,53.82000000000001,53.00240859985352
2024-06-18,54.2,55.29662246704102
2024-06-19,54.54,56.020024108886716
2024-06-20,53.44,56.440983581542966
2024-06-21,51.620000000000005,54.83284225463867
2024-06-22,50.760000000000005,52.24591064453125
2024-06-23,51.64,51.014208984375
2024-06-24,52.4,51.580786895751956
2024-06-25,52.6,52.2016242980957
2024-06-26,54.1,53.45478897094726
2024-06-27,54.68000000000001,55.444993591308595
2024-06-28,56.220000000000006,56.34742431640625
2024-06-29,56.64,57.0190544128418
2024-06-30,55.879999999999995,57.132198333740234
2024-07-01,55.18000000000001,55.86898574829102
2024-07-02,55.71999999999999,54.9305778503418
2024-07-03,55.1,55.20106735229492
2024-07-04,55.55999999999999,54.73042297363281
2024-07-05,58.1,55.094730377197266
2024-07-06,60.1,57.79908447265625
2024-07-07,61.67999999999999,60.025281524658205
2024-07-08,62.879999999999995,61.93981170654297
2024-07-09,64.44,63.12241668701172
2024-07-10,65.4,64.00072555541992
2024-07-11,66.03999999999999,63.98377151489258
2024-07-12,65.17999999999999,64.53683395385742
2024-07-13,63.96,63.95155792236328
2024-07-14,64.26,63.672193145751955
2024-07-15,67.16,64.3781120300293
2024-07-16,68.32000000000001,66.59403533935547
2024-07-17,69.0,67.04578552246093
2024-07-18,69.3,67.37733383178711
2024-07-19,67.56,67.8922348022461
2024-07-20,64.82000000000001,67.04101257324218
2024-07-21,64.6,65.83033447265625
2024-07-22,65.78,66.15986633300781
2024-07-23,68.32000000000001,67.34359893798828
2024-07-24,72.62,69.14746704101563
2024-07-25,71.78,72.2570587158203
2024-07-26,71.74,71.69674835205078
2024-07-27,71.32000000000001,72.1538314819336
2024-07-28,70.84,71.61980590820312
2024-07-29,67.84,71.27090911865234
2024-07-30,69.42,69.4137176513672
2024-07-31,69.96000000000001,71.12950134277344
2024-08-01,71.46000000000001,70.78753051757812
2024-08-02,72.34,71.75267944335937
2024-08-03,73.0,72.02203979492188
2024-08-04,72.84,72.11100921630859
2024-08-05,72.38,72.11947937011719
2024-08-06,72.56,72.31458740234375
2024-08-07,72.38,73.13031158447265
2024-08-08,72.92,73.83926544189453
2024-08-09,72.38,74.72693176269532
2024-08-10,74.06,73.84330902099609
2024-08-11,73.16,74.9673843383789
2024-08-12,70.8,73.41392059326172
2024-08-13,69.78,71.17951812744141
2024-08-14,70.44000000000001,70.30738372802735
2024-08-15,68.24,71.11069030761719
2024-08-16,67.34,69.57629089355468
2024-08-17,68.98,69.38694915771484
2024-08-18,70.9,70.8318862915039
2024-08-19,72.66,72.1562744140625
2024-08-20,74.56,73.34599609375
2024-08-21,75.72,74.6693618774414
2024-08-22,76.44,76.00777587890624
2024-08-23,76.3,76.71007232666015
2024-08-24,76.67999999999999,76.70794830322265
2024-08-25,78.26,76.71561889648437
2024-08-26,79.88,77.89249572753906
2024-08-27,80.47999999999999,79.23762817382813
2024-08-28,80.64000000000001,80.0070571899414
2024-08-29,79.9,80.07486419677734
2024-08-30,78.25999999999999,79.74639282226562
2024-08-31,77.03999999999999,78.95611572265625
2024-09-01,76.74,78.0135986328125
2024-09-02,75.85999999999999,77.65959167480469
2024-09-03,75.14000000000001,77.34835205078124
2024-09-04,75.74000000000001,77.08718872070312
2024-09-05,77.7,77.32050323486328
2024-09-06,78.38000000000001,78.65824127197266
2024-09-07,79.32000000000001,78.98028869628907
2024-09-08,79.44,79.6246566772461
2024-09-09,79.38,79.6981201171875
2024-09-10,78.38000000000001,79.95840148925781
2024-09-11,78.94,79.05750122070313
2024-09-12,80.82000000000001,79.11229248046875
2024-09-13,82.78,80.62770233154296
2024-09-14,84.67999999999999,82.07825164794922
2024-09-15,86.16,83.69635620117188
2024-09-16,87.2,85.26087341308593
2024-09-17,86.68,86.45962982177734
2024-09-18,85.28,85.83249206542969
2024-09-19,83.32000000000001,85.28903656005859
2024-09-20,82.03999999999999,84.08348693847657
2024-09-21,81.02,82.82353515625
2024-09-22,79.9,82.13511962890625
2024-09-23,80.06,81.64483184814453
2024-09-24,79.2,81.77111206054687
2024-09-25,79.1,80.91936645507812
2024-09-26,78.88,80.80027313232422
